"Nom de l'annonce","Produit","Créateur","Type de contenu","Angle marketing","Hook","Audience","Mois","Nom Ad Set","Nom Campagne","Statut","Date de lancement","Personnes touchées","Impressions","Fréquence","Clics","Conversions (achats)","Budget dépensé (€)","Revenu estimé (€)","ROAS","CPM (€)","Coût par clic (€)","Taux de clic (%)","Coût par conversion (€)","Taux de conversion (%)","Hook rate (%)","Panier moyen (€)","Lien aperçu","ID Ad Set","ID Annonce"
"Vitamine D3+K2 - Image statique - Ce que je prends chaque matin... - 57","Vitamine D3+K2","Lucas_Active","Image statique","Énergie quotidienne","Ce que je prends chaque matin","35-44 ans Santé","Juillet 2025","35-44 ans Santé - Vitamine D3+K2","Campagne Vitamine D3+K2 Juillet 2025","Arrêtée","2025-07-13","141256","193013","1.37","4722","40","1613.05","4375.48","2.71","8.36","0.34","2.45","40.33","0.85","58.91","109.39","https://www.facebook.com/ads/library/?id=ad_267454","as_750129","ad_267454"
"Omega-3 - UGC - Le seul complément dont j'ai b... - 58","Omega-3","Lucas_Active","UGC","Énergie quotidienne","Le seul complément dont j'ai besoin","18-24 ans Étudiants","Juillet 2025","18-24 ans Étudiants - Omega-3","Campagne Omega-3 Juillet 2025","En ligne","2025-07-10","71151","100531","1.41","4488","12","1227.73","1543.34","1.26","12.21","0.27","4.46","102.31","0.27","41.4","128.61","https://www.facebook.com/ads/library/?id=ad_695214","as_592267","ad_695214"
"Omega-3 - Image statique - Le matin parfait commence par.... - 59","Omega-3","Zoe_Energy","Image statique","Performance sportive","Le matin parfait commence par...","25-34 ans Fitness","Juillet 2025","25-34 ans Fitness - Omega-3","Campagne Omega-3 Juillet 2025","En pause","2025-07-18","148020","215239","1.45","1191","125","1744.93","13650.34","7.82","8.11","1.47","0.55","13.96","10.5","20.92","109.20","https://www.facebook.com/ads/library/?id=ad_395090","as_838886","ad_395090"
"Omega-3 - Témoignage - Les 3 raisons pour lesquelles ... - 60","Omega-3","Ben_Recovery","Témoignage","Santé digestive","Les 3 raisons pour lesquelles j'adore","Intérêt Nutrition","Septembre 2025","Intérêt Nutrition - Omega-3","Campagne Omega-3 Septembre 2025","Arrêtée","2025-09-16","140082","180123","1.29","2972","13","4827.66","1804.10","0.37","26.8","1.62","1.65","371.36","0.44","40.71","138.78","https://www.facebook.com/ads/library/?id=ad_592602","as_423351","ad_592602"
"AG1 Powder - Podcast - Les 3 raisons pour lesquelles ... - 61","AG1 Powder","Lucas_Active","Podcast","Bien-être général","Les 3 raisons pour lesquelles j'adore","Intérêt Nutrition","Septembre 2025","Intérêt Nutrition - AG1 Powder","Campagne AG1 Powder Septembre 2025","Arrêtée","2025-09-26","204440","248892","1.22","8252","514","4405.26","40868.71","9.28","17.7","0.53","3.32","8.57","6.23","30.95","79.51","https://www.facebook.com/ads/library/?id=ad_322110","as_498292","ad_322110"
"Omega-3 - Témoignage - Les 3 raisons pour lesquelles ... - 62","Omega-3","Sophia_Wellness","Témoignage","Santé digestive","Les 3 raisons pour lesquelles j'adore","45-54 ans Wellness","Septembre 2025","45-54 ans Wellness - Omega-3","Campagne Omega-3 Septembre 2025","Archivée","2025-09-09","285858","411381","1.44","13794","1055","503.10","79113.46","157.25","1.22","0.04","3.35","0.48","7.65","30.58","74.99","https://www.facebook.com/ads/library/?id=ad_890906","as_265821","ad_890906"
"Abonnement - Témoignage - Pourquoi j'ai changé d'avis su... - 63","Abonnement","Ava_Balance","Témoignage","Immunité renforcée","Pourquoi j'ai changé d'avis sur les compléments","Intérêt Nutrition","Août 2025","Intérêt Nutrition - Abonnement","Campagne Abonnement Août 2025","Archivée","2025-08-24","84017","100150","1.19","4751","469","3806.96","48909.49","12.85","38.01","0.8","4.74","8.12","9.87","40.21","104.28","https://www.facebook.com/ads/library/?id=ad_104215","as_267233","ad_104215"
"AG1 Powder - Témoignage - 30 jours de transformation... - 64","AG1 Powder","Olivia_Green","Témoignage","Nutrition optimale","30 jours de transformation","45-54 ans Wellness","Juillet 2025","45-54 ans Wellness - AG1 Powder","Campagne AG1 Powder Juillet 2025","En pause","2025-07-28","434218","489687","1.13","20223","1136","241.30","80963.21","335.52","0.49","0.01","4.13","0.21","5.62","23.34","71.27","https://www.facebook.com/ads/library/?id=ad_997266","as_766418","ad_997266"
"Vitamine D3+K2 - Motion/Vidéo - Mon secret énergie révélé... - 65","Vitamine D3+K2","Zoe_Energy","Motion/Vidéo","Santé digestive","Mon secret énergie révélé","Intérêt Nutrition","Novembre 2025","Intérêt Nutrition - Vitamine D3+K2","Campagne Vitamine D3+K2 Novembre 2025","Arrêtée","2025-11-13","161057","247047","1.53","3494","245","573.12","33675.76","58.76","2.32","0.16","1.41","2.34","7.01","54.01","137.45","https://www.facebook.com/ads/library/?id=ad_516199","as_634378","ad_516199"
"Vitamine D3+K2 - UGC - Je ne peux plus m'en passer... - 66","Vitamine D3+K2","Ethan_Fuel","UGC","Nutrition optimale","Je ne peux plus m'en passer","Broad FR","Juillet 2025","Broad FR - Vitamine D3+K2","Campagne Vitamine D3+K2 Juillet 2025","Arrêtée","2025-07-27","100652","126963","1.26","1927","78","1044.52","5204.24","4.98","8.23","0.54","1.52","13.39","4.05","15.51","66.72","https://www.facebook.com/ads/library/?id=ad_840804","as_327914","ad_840804"
"AG1 Powder - Motion/Vidéo - Ce que je prends chaque matin... - 67","AG1 Powder","Zoe_Energy","Motion/Vidéo","Immunité renforcée","Ce que je prends chaque matin","Intérêt Nutrition","Août 2025","Intérêt Nutrition - AG1 Powder","Campagne AG1 Powder Août 2025","Arrêtée","2025-08-17","22542","32774","1.45","343","12","4522.68","1776.99","0.39","138","13.19","1.05","376.89","3.5","32.59","148.08","https://www.facebook.com/ads/library/?id=ad_320486","as_810828","ad_320486"
"AG1 Travel Packs - Témoignage - Pourquoi j'ai changé d'avis su... - 68","AG1 Travel Packs","Lily_Nutrition","Témoignage","Performance sportive","Pourquoi j'ai changé d'avis sur les compléments","Retargeting 30j","Novembre 2025","Retargeting 30j - AG1 Travel Packs","Campagne AG1 Travel Packs Novembre 2025","En pause","2025-11-18","265887","311086","1.17","13916","697","3643.81","45367.52","12.45","11.71","0.26","4.47","5.23","5.01","24.75","65.09","https://www.facebook.com/ads/library/?id=ad_723516","as_351360","ad_723516"
"Omega-3 - UGC - Ce que je prends chaque matin... - 69","Omega-3","Chloe_Clean","UGC","Bien-être général","Ce que je prends chaque matin","Intérêt Nutrition","Octobre 2025","Intérêt Nutrition - Omega-3","Campagne Omega-3 Octobre 2025","En pause","2025-10-22","130761","167122","1.28","4680","649","4189.20","90130.75","21.52","25.07","0.9","2.8","6.45","13.87","36.04","138.88","https://www.facebook.com/ads/library/?id=ad_407880","as_353533","ad_407880"
"Omega-3 - UGC - Pourquoi j'ai changé d'avis su... - 70","Omega-3","Jake_Strong","UGC","Énergie quotidienne","Pourquoi j'ai changé d'avis sur les compléments","Broad FR","Octobre 2025","Broad FR - Omega-3","Campagne Omega-3 Octobre 2025","En pause","2025-10-14","344280","427368","1.24","20509","1288","1487.50","168094.12","113","3.48","0.07","4.8","1.15","6.28","15.25","130.51","https://www.facebook.com/ads/library/?id=ad_796535","as_591138","ad_796535"
"Abonnement - UGC - Mon secret énergie révélé... - 71","Abonnement","Noah_Vitality","UGC","Performance sportive","Mon secret énergie révélé","LAL Purchasers","Août 2025","LAL Purchasers - Abonnement","Campagne Abonnement Août 2025","En ligne","2025-08-20","219567","285323","1.3","3626","99","1849.31","6409.53","3.47","6.48","0.51","1.27","18.68","2.73","58.21","64.74","https://www.facebook.com/ads/library/?id=ad_478398","as_181117","ad_478398"
"Abonnement - Motion/Vidéo - 30 jours de transformation... - 72","Abonnement","Mia_Mindful","Motion/Vidéo","Performance sportive","30 jours de transformation","18-24 ans Étudiants","Septembre 2025","18-24 ans Étudiants - Abonnement","Campagne Abonnement Septembre 2025","Archivée","2025-09-18","126669","164797","1.3","5027","236","1827.07","17662.57","9.67","11.09","0.36","3.05","7.74","4.69","59.79","74.84","https://www.facebook.com/ads/library/?id=ad_762397","as_343320","ad_762397"
"Abonnement - Image statique - Le matin parfait commence par.... - 73","Abonnement","Noah_Vitality","Image statique","Immunité renforcée","Le matin parfait commence par...","45-54 ans Wellness","Octobre 2025","45-54 ans Wellness - Abonnement","Campagne Abonnement Octobre 2025","En pause","2025-10-18","121849","193494","1.59","9061","52","1417.67","3626.55","2.56","7.33","0.16","4.68","27.26","0.57","27.47","69.74","https://www.facebook.com/ads/library/?id=ad_397455","as_823612","ad_397455"
"AG1 Powder - UGC - Je ne peux plus m'en passer... - 74","AG1 Powder","Marcus_Fit","UGC","Santé digestive","Je ne peux plus m'en passer","Retargeting 30j","Juillet 2025","Retargeting 30j - AG1 Powder","Campagne AG1 Powder Juillet 2025","En pause","2025-07-27","16111","24595","1.53","376","0","4794.02","0.00","0","194.92","12.75","1.53","0","0","41.03","75.80","https://www.facebook.com/ads/library/?id=ad_554108","as_257360","ad_554108"
"Abonnement - Podcast - 30 jours de transformation... - 75","Abonnement","Chris_Endurance","Podcast","Bien-être général","30 jours de transformation","45-54 ans Wellness","Octobre 2025","45-54 ans Wellness - Abonnement","Campagne Abonnement Octobre 2025","En pause","2025-10-19","312721","425117","1.36","19547","2001","363.45","235168.64","647.04","0.85","0.02","4.6","0.18","10.24","18.26","117.53","https://www.facebook.com/ads/library/?id=ad_879007","as_873085","ad_879007"
"Vitamine D3+K2 - Témoignage - Mon secret énergie révélé... - 76","Vitamine D3+K2","Jake_Strong","Témoignage","Bien-être général","Mon secret énergie révélé","Retargeting 30j","Septembre 2025","Retargeting 30j - Vitamine D3+K2","Campagne Vitamine D3+K2 Septembre 2025","Arrêtée","2025-09-22","218307","318025","1.46","13867","1401","3052.71","131310.85","43.01","9.6","0.22","4.36","2.18","10.1","21.8","93.73","https://www.facebook.com/ads/library/?id=ad_789179","as_663436","ad_789179"
"AG1 Powder - Image statique - 30 jours de transformation... - 77","AG1 Powder","Jake_Strong","Image statique","Anti-fatigue","30 jours de transformation","Broad FR","Août 2025","Broad FR - AG1 Powder","Campagne AG1 Powder Août 2025","En pause","2025-08-27","168332","249697","1.48","1495","8","3907.69","1088.52","0.28","15.65","2.61","0.6","488.46","0.54","58.67","136.07","https://www.facebook.com/ads/library/?id=ad_286117","as_164056","ad_286117"
"Bundle Complet - Podcast - 30 jours de transformation... - 78","Bundle Complet","Max_Performance","Podcast","Performance sportive","30 jours de transformation","LAL Purchasers","Septembre 2025","LAL Purchasers - Bundle Complet","Campagne Bundle Complet Septembre 2025","En pause","2025-09-28","148009","192708","1.3","3398","449","4031.86","52217.12","12.95","20.92","1.19","1.76","8.98","13.21","49.41","116.30","https://www.facebook.com/ads/library/?id=ad_444910","as_828270","ad_444910"
"AG1 Powder - Podcast - Les 3 raisons pour lesquelles ... - 79","AG1 Powder","Chris_Endurance","Podcast","Nutrition optimale","Les 3 raisons pour lesquelles j'adore","Broad FR","Septembre 2025","Broad FR - AG1 Powder","Campagne AG1 Powder Septembre 2025","Archivée","2025-09-02","19959","32410","1.62","734","78","4526.78","6142.14","1.36","139.67","6.17","2.26","58.04","10.63","36.74","78.75","https://www.facebook.com/ads/library/?id=ad_987080","as_220020","ad_987080"
"Abonnement - Image statique - Ce que je prends chaque matin... - 80","Abonnement","Noah_Vitality","Image statique","Bien-être général","Ce que je prends chaque matin","Broad FR","Octobre 2025","Broad FR - Abonnement","Campagne Abonnement Octobre 2025","Arrêtée","2025-10-27","241264","319357","1.32","13278","1148","3885.61","73304.42","18.87","12.17","0.29","4.16","3.38","8.65","20.94","63.85","https://www.facebook.com/ads/library/?id=ad_532664","as_529201","ad_532664"
"Bundle Complet - Image statique - Les 3 raisons pour lesquelles ... - 81","Bundle Complet","Lucas_Active","Image statique","Anti-fatigue","Les 3 raisons pour lesquelles j'adore","Retargeting 30j","Novembre 2025","Retargeting 30j - Bundle Complet","Campagne Bundle Complet Novembre 2025","Archivée","2025-11-19","252014","348995","1.38","4719","254","667.58","21753.14","32.58","1.91","0.14","1.35","2.63","5.38","31.72","85.64","https://www.facebook.com/ads/library/?id=ad_878381","as_623598","ad_878381"
"Bundle Complet - UGC - 30 jours de transformation... - 82","Bundle Complet","Emma_Health","UGC","Santé digestive","30 jours de transformation","Broad FR","Juillet 2025","Broad FR - Bundle Complet","Campagne Bundle Complet Juillet 2025","En ligne","2025-07-22","110753","152519","1.38","5237","240","3078.69","21490.16","6.98","20.19","0.59","3.43","12.83","4.58","37.75","89.54","https://www.facebook.com/ads/library/?id=ad_148725","as_415382","ad_148725"
"Abonnement - Témoignage - Ce que je prends chaque matin... - 83","Abonnement","Lily_Nutrition","Témoignage","Immunité renforcée","Ce que je prends chaque matin","35-44 ans Santé","Août 2025","35-44 ans Santé - Abonnement","Campagne Abonnement Août 2025","Arrêtée","2025-08-11","169884","201029","1.18","1813","136","3249.59","16242.74","5","16.16","1.79","0.9","23.89","7.5","49.88","119.43","https://www.facebook.com/ads/library/?id=ad_622476","as_598956","ad_622476"
"Bundle Complet - Motion/Vidéo - Je ne peux plus m'en passer... - 84","Bundle Complet","Chloe_Clean","Motion/Vidéo","Immunité renforcée","Je ne peux plus m'en passer","Intérêt Nutrition","Juillet 2025","Intérêt Nutrition - Bundle Complet","Campagne Bundle Complet Juillet 2025","Archivée","2025-07-10","100968","148400","1.47","931","40","1791.49","5071.51","2.83","12.07","1.92","0.63","44.79","4.3","50.68","126.79","https://www.facebook.com/ads/library/?id=ad_345535","as_224718","ad_345535"
"Shaker - UGC - Je ne peux plus m'en passer... - 85","Shaker","Emma_Health","UGC","Bien-être général","Je ne peux plus m'en passer","35-44 ans Santé","Novembre 2025","35-44 ans Santé - Shaker","Campagne Shaker Novembre 2025","Archivée","2025-11-11","11414","18058","1.58","366","42","3204.62","3613.62","1.13","177.46","8.76","2.03","76.3","11.48","53.86","86.04","https://www.facebook.com/ads/library/?id=ad_336936","as_935385","ad_336936"
"Omega-3 - Témoignage - Pourquoi j'ai changé d'avis su... - 86","Omega-3","Noah_Vitality","Témoignage","Santé digestive","Pourquoi j'ai changé d'avis sur les compléments","45-54 ans Wellness","Novembre 2025","45-54 ans Wellness - Omega-3","Campagne Omega-3 Novembre 2025","Archivée","2025-11-23","417067","480761","1.15","18805","1487","3491.21","118423.86","33.92","7.26","0.19","3.91","2.35","7.91","50.78","79.64","https://www.facebook.com/ads/library/?id=ad_899060","as_202887","ad_899060"
"Shaker - Témoignage - Mon secret énergie révélé... - 87","Shaker","Chris_Endurance","Témoignage","Santé digestive","Mon secret énergie révélé","35-44 ans Santé","Août 2025","35-44 ans Santé - Shaker","Campagne Shaker Août 2025","Archivée","2025-08-25","90937","121754","1.34","5280","791","2116.84","67226.11","31.76","17.39","0.4","4.34","2.68","14.98","32.67","84.99","https://www.facebook.com/ads/library/?id=ad_172122","as_117175","ad_172122"
"Shaker - Témoignage - Je ne peux plus m'en passer... - 88","Shaker","Emma_Health","Témoignage","Énergie quotidienne","Je ne peux plus m'en passer","Retargeting 30j","Septembre 2025","Retargeting 30j - Shaker","Campagne Shaker Septembre 2025","Arrêtée","2025-09-02","222825","350119","1.57","10287","1344","2545.36","113405.38","44.55","7.27","0.25","2.94","1.89","13.07","30.15","84.38","https://www.facebook.com/ads/library/?id=ad_366503","as_281638","ad_366503"
"AG1 Travel Packs - Image statique - Ce que je prends chaque matin... - 89","AG1 Travel Packs","Ben_Recovery","Image statique","Concentration mentale","Ce que je prends chaque matin","Intérêt Nutrition","Juillet 2025","Intérêt Nutrition - AG1 Travel Packs","Campagne AG1 Travel Packs Juillet 2025","En ligne","2025-07-09","155973","182583","1.17","8440","913","3491.51","62835.33","18","19.12","0.41","4.62","3.82","10.82","53.83","68.82","https://www.facebook.com/ads/library/?id=ad_168942","as_520586","ad_168942"
"Vitamine D3+K2 - Témoignage - 30 jours de transformation... - 90","Vitamine D3+K2","Zoe_Energy","Témoignage","Bien-être général","30 jours de transformation","35-44 ans Santé","Septembre 2025","35-44 ans Santé - Vitamine D3+K2","Campagne Vitamine D3+K2 Septembre 2025","Archivée","2025-09-23","149698","217976","1.46","680","80","3749.52","11681.56","3.12","17.2","5.51","0.31","46.87","11.76","43.52","146.02","https://www.facebook.com/ads/library/?id=ad_427772","as_686309","ad_427772"
"Abonnement - Image statique - Mon secret énergie révélé... - 91","Abonnement","Jake_Strong","Image statique","Performance sportive","Mon secret énergie révélé","Broad FR","Octobre 2025","Broad FR - Abonnement","Campagne Abonnement Octobre 2025","Arrêtée","2025-10-12","229263","375248","1.64","3993","387","194.70","30305.12","155.65","0.52","0.05","1.06","0.5","9.69","37.74","78.31","https://www.facebook.com/ads/library/?id=ad_758342","as_475308","ad_758342"
"Bundle Complet - Témoignage - Mon secret énergie révélé... - 92","Bundle Complet","Emma_Health","Témoignage","Énergie quotidienne","Mon secret énergie révélé","25-34 ans Fitness","Juillet 2025","25-34 ans Fitness - Bundle Complet","Campagne Bundle Complet Juillet 2025","Arrêtée","2025-07-16","396966","477266","1.2","9711","456","3488.38","64951.89","18.62","7.31","0.36","2.03","7.65","4.7","22.22","142.44","https://www.facebook.com/ads/library/?id=ad_425312","as_222653","ad_425312"
